"","CO_CURSO","NO_IES","DROPOUT_RATE"
"71",18818,"CENTRO UNIVERSITÁRIO SENAC",0.270833333333333
"72",18826,"UNIVERSIDADE PAULISTA",0.27027027027027
"73",18833,"UNIVERSIDADE PAULISTA",0.27906976744186
"74",18840,"UNIVERSIDADE PAULISTA",0.223684210526316
"75",18974,"UNIVERSIDADE PRESBITERIANA MACKENZIE",0.0159574468085106
"76",19042,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA",0.105263157894737
"77",19047,"CENTRO UNIVERSITÁRIO DE JOÃO PESSOA",0.227272727272727
"78",19242,"CENTRO UNIVERSITÁRIO AUGUSTO MOTTA",0.0104166666666667
"79",19437,"UNIVERSIDADE DO VALE DO ITAJAÍ",0.277777777777778
"80",19505,"UNIVERSIDADE ANHEMBI MORUMBI",0.282051282051282
"81",19510,"UNIVERSIDADE PAULISTA",0.188405797101449
"82",19517,"UNIVERSIDADE PAULISTA",0.218390804597701
"83",19521,"UNIVERSIDADE PAULISTA",0.172413793103448
"84",19525,"UNIVERSIDADE PAULISTA",0.176470588235294
"85",19548,"UNIVERSIDADE PAULISTA",0.210526315789474
"86",19558,"UNIVERSIDADE PAULISTA",0.242424242424242
"87",19641,"CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS",0.324324324324324
"88",19910,"Centro Universitário Campo Limpo Paulista",0.162790697674419
"89",19931,"FACULDADE DE CASCAVEL",0.28125
"90",20009,"UNIVERSIDADE DA AMAZÔNIA",0.259259259259259
"91",20030,"UNIVERSIDADE SALVADOR",0.165467625899281
"92",20041,"UNIVERSIDADE CIDADE DE SÃO PAULO",0.238341968911917
"93",20239,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ",0.131147540983607
"94",20355,"UNIVERSIDADE ANHANGUERA DE SÃO PAULO",0.28125
"95",20534,"INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS",0.377358490566038
"96",20818,"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS",0.411764705882353
"97",20833,"CENTRO UNIVERSITÁRIO DE BELO HORIZONTE",0.236363636363636
"98",20891,"UNIVERSIDADE TUIUTI DO PARANÁ",0.121212121212121
"99",20933,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE",0.0645161290322581
"100",21271,"UNIVERSIDADE VILA VELHA",0.0288461538461538
"101",21305,"FACULDADE SUMARÉ",0.25
"102",21690,"CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI",0.286713286713287
"103",37862,"FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA",0.236559139784946
"104",38834,"UNIVERSIDADE PAULISTA",0.244019138755981
"105",39407,"CENTRO UNIVERSITÁRIO DO SUL DE MINAS",0.0666666666666667
"106",41238,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS",0.0609756097560976
"107",43257,"UNIVERSIDADE FUMEC",0.074468085106383
"108",43487,"UNIVERSIDADE PAULISTA",0.191082802547771
"109",43645,"UNIVERSIDADE PAULISTA",0.282828282828283
"110",43664,"UNIVERSIDADE PAULISTA",0.245508982035928
"111",46884,"CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO",0.0606060606060606
"112",46972,"CENTRO UNIVERSITÁRIO UNIC",0.390243902439024
"113",47603,"Centro Universitário Carlos Drummond de Andrade",0.138888888888889
"114",48201,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO",0.111111111111111
"115",48205,"CENTRO UNIVERSITÁRIO DOS GUARARAPES",0.2
"116",50296,"FACULDADE DE AMERICANA",0.152777777777778
"117",50572,"UNIVERSIDADE PAULISTA",0.247191011235955
"118",50582,"UNIVERSIDADE PAULISTA",0.222222222222222
"119",50970,"CENTRO UNIVERSITÁRIO DE JAGUARIÚNA",0.121951219512195
"120",52048,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",0.024390243902439
"121",53788,"Universidade Universus Veritas Guarulhos",0.109756097560976
"122",54520,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA",0.0126582278481013
"123",54792,"FACULDADE ANHANGUERA DE JUNDIAÍ",0.479166666666667
"124",55096,"UNIVERSIDADE DE SOROCABA",0.133333333333333
"125",57606,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE",0.166666666666667
"126",57702,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",0.0612244897959184
"127",58808,"INSTITUTO DE ENSINO E PESQUISA OBJETIVO",0.283582089552239
"128",59122,"CENTRO UNIVERSITÁRIO FARIAS BRITO",0.0925925925925926
"129",59158,"FACULDADE ANHANGUERA DE ANÁPOLIS",0.641025641025641
"130",62484,"UNIVERSIDADE FEDERAL DO AMAZONAS",0.0357142857142857
"131",65878,"UNIVERSIDADE PAULISTA",0.268292682926829
"132",65890,"UNIVERSIDADE PAULISTA",0.181818181818182
"133",66272,"UNIVERSIDADE NOVE DE JULHO",0.0172413793103448
"134",66911,"INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS",0.155172413793103
"135",69764,"UNIVERSIDADE PAULISTA",0.216216216216216
"136",69815,"UNIVERSIDADE PAULISTA",0.194805194805195
"137",69825,"UNIVERSIDADE PAULISTA",0.231707317073171
"138",72331,"UNIVERSIDADE NOVE DE JULHO",0.02
"139",73519,"FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS",0.435897435897436
"140",75353,"FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO",0.175824175824176
"141",82799,"UNIVERSIDADE FEDERAL FLUMINENSE",0.114285714285714
"142",85783,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",0.0344827586206897
"143",87384,"UNIVERSIDADE DO SAGRADO CORAÇÃO",0.025
"144",89064,"CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO",0.186046511627907
"145",90875,"FACULDADE ANHANGUERA DE LIMEIRA",0.303030303030303
"146",90887,"FACULDADE ANHANGUERA DE SANTA BÁRBARA",0.333333333333333
"147",91262,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO",0.0754716981132075
"148",92001,"CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS",0.072463768115942
"149",92080,"FACULDADE PITÁGORAS DE BETIM",0.218181818181818
"150",92988,"FACULDADE PITÁGORAS DE BELO HORIZONTE",0.422680412371134
"151",94227,"FACULDADE ANHANGÜERA DE CAMPINAS",0.345679012345679
"152",95489,"UNIVERSIDADE SÃO JUDAS TADEU",0.2
"153",96442,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",0.28125
"154",96951,"UNIVERSIDADE FEDERAL DE ALFENAS",0.181818181818182
"155",98665,"UNIVERSIDADE ESTADUAL DE RORAIMA",0.0333333333333333
"156",98764,"FACULDADE DA CIDADE DE MACEIÓ",0.25
"157",98918,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",0.361111111111111
"158",98957,"CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS",0.176470588235294
"159",101318,"CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB",0.15
"160",101710,"Faculdade Única de Ipatinga",0.411764705882353
"161",101712,"UNIVERSIDADE ESTADUAL DO CENTRO OESTE",0.3125
"162",103441,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA",0.236363636363636
"163",104836,"FACULDADE ANHANGÜERA DE PIRACICABA",0.272727272727273
"164",105678,"CENTRO UNIVERSITÁRIO FILADÉLFIA",0.232558139534884
"165",106824,"FACULDADE ANHANGÜERA DE BAURU",0.188679245283019
"166",106996,"CENTRO UNIVERSITÁRIO DO NORTE",0.0134529147982063
"167",107920,"FACULDADE PITÁGORAS DE SÃO LUIZ",0.281081081081081
"168",110974,"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL",0.45
"169",111980,"UNIVERSIDADE NOVE DE JULHO",0.0166666666666667
"170",112680,"UNIVERSIDADE FEDERAL DE SÃO CARLOS",0.111111111111111
"171",114163,"FACULDADE ANHANGÜERA DE CAMPINAS",0.242424242424242
"172",114918,"FACULDADE PITÁGORAS DE GUARAPARI",0.256410256410256
"173",116868,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",0.05
"174",117500,"FACULDADE ANHANGÜERA DE SÃO JOSÉ",0.483870967741935
"175",117504,"FACULDADE ANHANGUERA DE TAUBATÉ",0.454545454545455
"176",118468,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO",0.0120481927710843
"177",120920,"UNIVERSIDADE ANHEMBI MORUMBI",0.173333333333333
"178",122330,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI",0.137931034482759
"179",122616,"FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO",0.38
"180",150086,"CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE",0.5
"181",318882,"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA",0.142857142857143
"182",1070485,"FACULDADE DO PIAUÍ",0.289473684210526
"183",1102342,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC",0.0326086956521739
"184",1102636,"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO",0.0666666666666667
"185",1102783,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",0.212121212121212
"186",1102793,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",0.204081632653061
"187",1102800,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.172413793103448
"188",1110857,"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA",0.0363636363636364
"189",1134546,"FACULDADE SÃO FRANCISCO DE ASSIS",0.186046511627907
"190",1148708,"CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS",0.0555555555555556
"191",1152636,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.132530120481928
"192",1155950,"UNIVERSIDADE PAULISTA",0.219512195121951
"193",1159854,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",0.0185185185185185
"194",1160123,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",0.108695652173913
"195",1161839,"UNIVERSIDADE FEDERAL DE VIÇOSA",0.0612244897959184
"196",1164656,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.208333333333333
"197",1165300,"UNIVERSIDADE ANHEMBI MORUMBI",0.243589743589744
"198",1166783,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",0.121951219512195
"199",1167817,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",0.210526315789474
"200",1167859,"FACULDADES INTEGRADAS DE BAURU",0.171428571428571
"201",1178662,"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA",0.0459770114942529
"202",1181115,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.142857142857143
"203",1187671,"UNIVERSIDADE FEDERAL DO OESTE DO PARÁ",0.0789473684210526
"204",1190145,"UNIVERSIDADE ESTADUAL DO PIAUÍ",0.0508474576271186
"205",1190311,"CENTRO UNIVERSITÁRIO RITTER DOS REIS",0.258620689655172
"206",1190440,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",0.117647058823529
"207",1191646,"CENTRO UNIVERSITÁRIO DE BRASÍLIA",0.037037037037037
"208",1193782,"FACULDADE MERIDIONAL",0.214285714285714
"209",1206881,"Universidade Estadual do Paraná",0.27027027027027
"210",1258024,"Centro Universitário das Américas",0.0689655172413793
"211",1258063,"FACULDADE INTERNACIONAL DA PARAÍBA",0.284615384615385
"212",1260475,"FACULDADE ANHANGUERA DE JOINVILLE",0.484848484848485
"213",1265146,"Universidade Estadual do Norte do Paraná",0.236842105263158
"214",1267543,"UNIVERSIDADE FEDERAL DO AMAPÁ",0.0919540229885057
"215",1269545,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",0.133333333333333
"216",1269969,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.142857142857143
"217",1269970,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.155844155844156
"218",1270472,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.25
"219",1270596,"UNIVERSIDADE FEDERAL DO CEARÁ",0.104166666666667
"220",1272079,"UNIVERSIDADE FEDERAL DO CEARÁ",0.0952380952380952
"221",1279016,"CENTRO UNIVERSITÁRIO DE BELO HORIZONTE",0.207547169811321
"222",1279527,"UNIVERSIDADE NOVE DE JULHO",0.0191082802547771
"223",1288002,"Faculdade Cesar",0.107142857142857
"224",1299927,"UNIVERSIDADE FEDERAL DO CEARÁ",0.0824742268041237
"225",1300284,"FACULDADE DE MACAPÁ",0.442857142857143
"226",1306689,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU",0.191011235955056
"227",1312023,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",0.0851063829787234
"228",1313042,"CENTRO UNIVERSITÁRIO RITTER DOS REIS",0.295238095238095
"229",1313361,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",0.155555555555556
"230",1315444,"UNIVERSIDADE POTIGUAR",0.405405405405405
"231",1322390,"Faculdade dos Guararapes",0.318181818181818
"232",1322665,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS",0.142857142857143
"233",1332183,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",0.0487804878048781
"234",1341371,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.157894736842105
"235",1349140,"CENTRO UNIVERSITÁRIO PADRE ANCHIETA",0.133333333333333
"236",1357708,"UNIVERSIDADE PAULISTA",0.223529411764706
"237",1376131,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.0945945945945946
"238",1377509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",0.333333333333333
"239",1378747,"CENTRO UNIVERSITÁRIO UNIVERSUS VERITAS",0.19047619047619
"240",1385942,"CENTRO UNIVERSITÁRIO TIRADENTES",0.172413793103448
"241",1399128,"CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA",0.08
"242",1403868,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.307692307692308
"243",1403879,"Centro Universitário Estácio do Recife",0.0970873786407767
"244",1404126,"CENTRO UNIVERSITÁRIO AUGUSTO MOTTA",0.032258064516129
"245",1419886,"Centro Universitário Estácio do Ceará",0.118279569892473
"246",1420185,"UNIVERSIDADE SÃO JUDAS TADEU",0.352941176470588
"247",1420608,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.325581395348837
"248",1422296,"CENTRO UNIVERSITÁRIO JORGE AMADO",0.219512195121951
"249",1427562,"UNIVERSIDADE CRUZEIRO DO SUL",0.422222222222222
"250",1473094,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.253521126760563
"251",5000143,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.0803571428571429
"252",5000154,"Centro Universitário de Itapira Uniesi",0.0571428571428571
"253",5000356,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO",0.0925925925925926
"254",5000385,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL",0.111111111111111
"255",5000951,"FACULDADE PAN AMAZÔNICA",0.19672131147541
