"","CO_CURSO","NO_IES","DROPOUT_RATE"
"87",1363951,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.25
"88",1363955,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.218181818181818
"89",1366667,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.351851851851852
"90",1375233,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.242424242424242
"91",1376266,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.266666666666667
"92",1377587,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",0.227272727272727
"93",1404022,"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA",0.475
"94",1417101,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS",0.0217391304347826
"95",1419851,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",0.291666666666667
"96",1421237,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",0.219512195121951
"97",5000060,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA",0.0851063829787234
