"","CO_CURSO","NO_IES","DROPOUT_RATE"
"36",10079,"UNIVERSIDADE DO SUL DE SANTA CATARINA",0.2
"37",10506,"UNIVERSIDADE CATÓLICA DO SALVADOR",0.0821917808219178
"38",10803,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS",0.125
"39",11135,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS",0.114285714285714
"40",11553,"UNIVERSIDADE FEDERAL DO ACRE",0.0689655172413793
"41",11714,"UNIVERSIDADE DE FORTALEZA",0.126760563380282
"42",12001,"UNIVERSIDADE FEDERAL DO PARÁ",0.0189873417721519
"43",12339,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",0.0588235294117647
"44",12575,"UNIVERSIDADE FEDERAL DO PARANÁ",0.0414201183431953
"45",12719,"UNIVERSIDADE FEDERAL FLUMINENSE",0.0824742268041237
"46",12807,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",0.0705882352941176
"47",12954,"UNIVERSIDADE FEDERAL DE MINAS GERAIS",0.0247524752475248
"48",13094,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA",0.0412371134020619
"49",13195,"UNIVERSIDADE FEDERAL DE ALAGOAS",0.0625
"50",13267,"UNIVERSIDADE FEDERAL DA BAHIA",0.0411764705882353
"51",13439,"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE",0.099290780141844
"52",13707,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL",0.0813953488372093
"53",13858,"UNIVERSIDADE FEDERAL DE SANTA MARIA",0.0379746835443038
"54",13988,"UNIVERSIDADE FEDERAL DO CEARÁ",0.032
"55",14099,"UNIVERSIDADE FEDERAL DE GOIÁS",0.018348623853211
"56",14241,"UNIVERSIDADE FEDERAL DE SANTA CATARINA",0.0280373831775701
"57",14351,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",0.0481927710843374
"58",14543,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.0795454545454545
"59",14793,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS",0.0879120879120879
"60",15069,"FACULDADE DE ENGENHARIA SÃO PAULO",0.147727272727273
"61",15350,"UNIVERSIDADE DE TAUBATÉ",0.333333333333333
"62",15404,"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA",0.0506329113924051
"63",15461,"UNIVERSIDADE SÃO FRANCISCO",0.0425531914893617
"64",15592,"FACULDADE DE ENGENHARIA DE SOROCABA",0.131147540983607
"65",15837,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL",0.0422535211267606
"66",16250,"UNIVERSIDADE POTIGUAR",0.192468619246862
"67",16387,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA",0.0980392156862745
"68",16901,"UNIVERSIDADE FEDERAL DE RORAIMA",0.0416666666666667
"69",17631,"UNIVERSIDADE SANTA CECÍLIA",0.0193548387096774
"70",17997,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ",0.271186440677966
"71",18508,"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL",0.324324324324324
"72",18673,"CENTRO UNIVERSITÁRIO CESMAC",0.0769230769230769
"73",19333,"CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO",0.227642276422764
"74",19386,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",0.0526315789473684
"75",19388,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",0.051948051948052
"76",19433,"UNIVERSIDADE DO VALE DO ITAJAÍ",0.165289256198347
"77",19967,"CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS",0.120689655172414
"78",20033,"UNIVERSIDADE SALVADOR",0.222222222222222
"79",20096,"INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO",0.21875
"80",20314,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE",0.125
"81",20429,"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS",0.146067415730337
"82",20608,"FACULDADE DO CENTRO LESTE",0.372549019607843
"83",20850,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS",0.0571428571428571
"84",21963,"UNIVERSIDADE DO OESTE DE SANTA CATARINA",0.127272727272727
"85",22048,"CENTRO UNIVERSITÁRIO GERALDO DI BIASE",0.0238095238095238
"86",22074,"CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO",0.116666666666667
"87",25172,"UNIVERSIDADE DE FRANCA",0.364864864864865
"88",25388,"CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA",0.0252100840336134
"89",25564,"FACULDADE ANHANGUERA DE JUNDIAÍ",0.372093023255814
"90",31061,"UNIVERSIDADE ESTADUAL DE GOIÁS",0.193877551020408
"91",32842,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",0.0327868852459016
"92",34981,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS",0.0232558139534884
"93",37285,"UNIVERSIDADE FUMEC",0.111111111111111
"94",38549,"UNIVERSIDADE PAULISTA",0.292490118577075
"95",38569,"UNIVERSIDADE PAULISTA",0.153284671532847
"96",38640,"UNIVERSIDADE PAULISTA",0.253521126760563
"97",38731,"UNIVERSIDADE PAULISTA",0.25
"98",40954,"UNIVERSIDADE TUIUTI DO PARANÁ",0.0697674418604651
"99",41746,"UNIVERSIDADE ANHANGUERA",0.325174825174825
"100",42559,"UNIVERSIDADE ESTADUAL DE LONDRINA",0.0144927536231884
"101",44517,"UNIVERSIDADE ANHANGUERA DE SÃO PAULO",0.353448275862069
"102",45963,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO",0.0869565217391304
"103",47718,"UNIVERSIDADE NILTON LINS",0.0980392156862745
"104",48771,"CENTRO UNIVERSITÁRIO ASSIS GURGACZ",0.0253164556962025
"105",48995,"Centro Universitário Dinâmica das Cataratas",0.0769230769230769
"106",54859,"CENTRO UNIVERSITÁRIO REDENTOR",0.0485436893203883
"107",55837,"UNIVERSIDADE ANHEMBI MORUMBI",0.24904214559387
"108",63064,"UNIVERSIDADE ESTADUAL DO PIAUÍ",0.0882352941176471
"109",63313,"UNIVERSIDADE DO ESTADO DO AMAZONAS",0.377358490566038
"110",64534,"CENTRO DE ENSINO SUPERIOR DE UBERABA",0.147058823529412
"111",74026,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA",0.192513368983957
"112",74066,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO",0.0136986301369863
"113",76076,"UNIVERSIDADE PAULISTA",0.253333333333333
"114",80064,"FACULDADES DOCTUM DE CARATINGA",0.0540540540540541
"115",80107,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA",0.178217821782178
"116",82854,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0855263157894737
"117",82860,"UNIVERSIDADE ESTÁCIO DE SÁ",0.036697247706422
"118",85624,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS",0.0641025641025641
"119",87276,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA",0.19047619047619
"120",91011,"FACULDADES INTEGRADAS PITÁGORAS",0.28448275862069
"121",92859,"UNIVERSIDADE FEDERAL DO PARÁ",0.0204081632653061
"122",92953,"FACULDADE DE TECNOLOGIA E CIÊNCIAS",0.284403669724771
"123",94751,"Faculdade Presidente Antônio Carlos de Teófilo Otoni",0.204081632653061
"124",96633,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.0975609756097561
"125",97027,"CENTRO UNIVERSITÁRIO PADRE ANCHIETA",0.0465116279069767
"126",98294,"UNIVERSIDADE DE SANTA CRUZ DO SUL",0.130952380952381
"127",99344,"UNIVERSIDADE FEDERAL DO CARIRI",0.06
"128",99600,"CENTRO UNIVERSITÁRIO SOCIESC",0.173076923076923
"129",100812,"CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO",0.224489795918367
"130",101129,"UNIVERSIDADE FEDERAL DE PERNAMBUCO",0.0632911392405063
"131",101706,"Faculdade Única de Ipatinga",0.345454545454545
"132",102406,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0662251655629139
"133",102634,"CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM",0.0140845070422535
"134",102894,"UNIVERSIDADE ESTÁCIO DE SÁ",0.25
"135",103445,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA",0.14
"136",106540,"UNIVERSIDADE ANHANGUERA DE SÃO PAULO",0.230337078651685
"137",107004,"CENTRO UNIVERSITÁRIO DO NORTE",0.00520833333333333
"138",107903,"UNIVERSIDADE FEDERAL DE GOIÁS",0.0434782608695652
"139",108166,"CENTRO UNIVERSITÁRIO DE ARARAS -",0.363636363636364
"140",108360,"CENTRO UNIVERSITÁRIO DE FORMIGA",0.142857142857143
"141",108694,"FACULDADE ANHANGUERA DE RONDONÓPOLIS",0.333333333333333
"142",109678,"Estácio FIB - Centro Universitário Estácio da Bahia",0.125
"143",109902,"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA",0.252747252747253
"144",111330,"UNIVERSIDADE DO PLANALTO CATARINENSE",0.304347826086957
"145",111416,"CENTRO UNIVERSITÁRIO DE BELO HORIZONTE",0.126126126126126
"146",111560,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS",0.0886075949367089
"147",113538,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.285714285714286
"148",113885,"UNIVERSIDADE ESTÁCIO DE SÁ",0.110169491525424
"149",113918,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",0.183333333333333
"150",114034,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI",0.0841121495327103
"151",114242,"FACULDADE PITÁGORAS DE BETIM",0.172131147540984
"152",114340,"FACULDADE PITÁGORAS DE IPATINGA",0.277777777777778
"153",114924,"UNIVERSIDADE CIDADE DE SÃO PAULO",0.211864406779661
"154",115250,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",0.032258064516129
"155",115588,"UNIVERSIDADE PAULISTA",0.229235880398671
"156",115939,"UNIVERSIDADE POTIGUAR",0.253333333333333
"157",116042,"CENTRO UNIVERSITÁRIO NEWTON PAIVA",0.5
"158",117172,"CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO",0.0958904109589041
"159",117360,"CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS",0.196078431372549
"160",117928,"FACULDADES PITÁGORAS UNIDADE GUARAPARI",0.25609756097561
"161",118051,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA",0.117647058823529
"162",118273,"UNIVERSIDADE DE ARARAQUARA",0.173076923076923
"163",118424,"UNIVERSIDADE CATÓLICA DE BRASÍLIA",0.0985915492957746
"164",118446,"UNIVERSIDADE FEDERAL DE PELOTAS",0.146341463414634
"165",118482,"UNIVERSIDADE DO VALE DO TAQUARI",0.0793650793650794
"166",118636,"CENTRO UNIVERSITÁRIO DE LAVRAS",0.402597402597403
"167",118716,"FACULDADE PITÁGORAS DE LONDRINA",0.173410404624277
"168",119002,"FACULDADE PITÁGORAS DE BELO HORIZONTE",0.246511627906977
"169",119066,"FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD",0.239130434782609
"170",119102,"CENTRO UNIVERSITÁRIO FILADÉLFIA",0.24
"171",119134,"CENTRO UNIVERSITÁRIO DE PATOS DE MINAS",0.078125
"172",119896,"CENTRO UNIVERSITÁRIO DE ANÁPOLIS",0.142857142857143
"173",120224,"Faculdade Presidente Antônio Carlos de Ubá",0.27906976744186
"174",121044,"UNIVERSIDADE DE MOGI DAS CRUZES",0.0232558139534884
"175",121242,"Centro Universitário Estácio de São Paulo",0.0888888888888889
"176",121427,"CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN",0.338235294117647
"177",121914,"UNIVERSIDADE PAULISTA",0.214067278287462
"178",122626,"Centro Universitário Estácio de São Paulo",0.0900900900900901
"179",123055,"UNIVERSIDADE FEDERAL DE MATO GROSSO",0.0307692307692308
"180",150059,"Centro Universitário da Região da Campanha",0.138888888888889
"181",150154,"CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS",0.289592760180996
"182",150314,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ",0.22
"183",1058179,"UNIVERSIDADE SALVADOR",0.305343511450382
"184",1059199,"FACULDADE PITÁGORAS DE SÃO LUIZ",0.253521126760563
"185",1059401,"CENTRO UNIVERSITÁRIO ALVES FARIA",0.0625
"186",1060234,"CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA",0.117647058823529
"187",1069344,"FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS",0.289855072463768
"188",1070084,"FACULDADE ANHANGUERA DE SANTA BÁRBARA",0.2
"189",1071091,"FACULDADE ANHANGUERA DE JOINVILLE",0.359550561797753
"190",1071572,"FACULDADE CATÓLICA DO TOCANTINS",0.26984126984127
"191",1071939,"FACULDADE GUARAPUAVA",0.0888888888888889
"192",1076785,"FACULDADES OSWALDO CRUZ",0.0410958904109589
"193",1077549,"FACULDADE EMPRESARIAL DE CHAPECÓ",0.253968253968254
"194",1079840,"Centro Universitário Campo Limpo Paulista",0.0454545454545455
"195",1087337,"CENTRO UNIVERSITÁRIO DO SUL DE MINAS",0.181818181818182
"196",1099769,"FACULDADE ESAMC UBERLÂNDIA",0.0833333333333333
"197",1101391,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS",0.0851063829787234
"198",1101464,"Faculdade Doctum de Juiz de Fora",0.0625
"199",1101877,"FACULDADE PITÁGORAS DE MACEIÓ",0.25
"200",1102403,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.0666666666666667
"201",1103606,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.043956043956044
"202",1104068,"FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA",0.272727272727273
"203",1105315,"FACULDADES INTEGRADAS DE CACOAL",0.232142857142857
"204",1105330,"UNIVERSIDADE DE CAXIAS DO SUL",0.113207547169811
"205",1105338,"FACULDADE NORTE CAPIXABA DE SAO MATEUS",0.476190476190476
"206",1105973,"UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO",0.169811320754717
"207",1106707,"UNIVERSIDADE DE CUIABÁ",0.19047619047619
"208",1107903,"FACULDADE ESAMC SOROCABA",0.333333333333333
"209",1108107,"UNIVERSIDADE TIRADENTES",0.0966183574879227
"210",1108254,"FACULDADE DE EDUCAÇÃO E CULTURA DE PORTO VELHO",0.205882352941176
"211",1108569,"CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL",0.247058823529412
"212",1109540,"UNIVERSIDADE DE SOROCABA",0.1875
"213",1110071,"FACULDADE METROPOLITANA DE MARABÁ",0.170731707317073
"214",1111237,"CENTRO UNIVERSITÁRIO DO TRIÂNGULO",0.297872340425532
"215",1111448,"Centro Universitário FG",0.35
"216",1111700,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.032258064516129
"217",1112136,"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL",0.342857142857143
"218",1113477,"CENTRO UNIVERSITÁRIO JORGE AMADO",0.106666666666667
"219",1114152,"CENTRO UNIVERSITÁRIO GERALDO DI BIASE",0.133333333333333
"220",1117182,"UNIVERSIDADE VILA VELHA",0.0555555555555556
"221",1117326,"FACULDADE ANHANGUERA DE TAUBATÉ",0.294573643410853
"222",1117508,"FACULDADE ANHANGÜERA DE SÃO JOSÉ",0.33587786259542
"223",1118495,"UNIVERSIDADE FEDERAL DE VIÇOSA",0.0967741935483871
"224",1119045,"FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA",0.0425531914893617
"225",1119120,"FACULDADE  PITÁGORAS",0.190839694656489
"226",1120089,"FACULDADE EDUCACIONAL ARAUCÁRIA",0.137931034482759
"227",1120962,"FACULDADE SANTA RITA",0.238095238095238
"228",1122890,"UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI",0.0526315789473684
"229",1122943,"CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE",0.231958762886598
"230",1125069,"CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB",0.176470588235294
"231",1126942,"FACULDADE CAPIXABA DE NOVA VENÉCIA",0.425
"232",1127939,"ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI",0.0655737704918033
"233",1128355,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL",0.02
"234",1128928,"Centro de Ensino Unificado do Piauí",0.1625
"235",1130130,"CENTRO UNIVERSITÁRIO RITTER DOS REIS",0.182795698924731
"236",1130233,"CENTRO UNIVERSITÁRIO SANTO AGOSTINHO",0.094017094017094
"237",1132763,"UNIVERSIDADE DE RIBEIRÃO PRETO",0.0882352941176471
"238",1132771,"UNIÃO DAS FACULDADES DOS GRANDES LAGOS",0.109375
"239",1133198,"UNIVERSIDADE DE PASSO FUNDO",0.125
"240",1134580,"CENTRO UNIVERSITÁRIO DE JAGUARIÚNA",0.173913043478261
"241",1135078,"FACULDADES INTEGRADAS DE TRÊS LAGOAS",0.0273972602739726
"242",1135098,"CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO",0.390243902439024
"243",1136340,"CENTRO UNIVERSITÁRIO UNA",0.25
"244",1136441,"FACULDADE PITÁGORAS INSTITUTO CAMILLO FILHO",0.272727272727273
"245",1137898,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU",0.215
"246",1138790,"FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM",0.09375
"247",1139656,"UNIVERSIDADE CATÓLICA DOM BOSCO",0.159420289855072
"248",1140358,"UNIVERSIDADE ESTÁCIO DE SÁ",0.105263157894737
"249",1140397,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0363636363636364
"250",1142924,"UNIVERSIDADE IGUAÇU",0.169117647058824
"251",1143409,"Faculdade Estácio de Carapicuíba",0.120689655172414
"252",1145680,"CENTRO UNIVERSITÁRIO DE RIO PRETO",0.126760563380282
"253",1146152,"Faculdade Gran Tietê",0.392156862745098
"254",1146356,"CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS",0.087719298245614
"255",1146451,"UNIVERSIDADE METODISTA DE PIRACICABA",0.225806451612903
"256",1146578,"Faculdade UNA de Betim",0.244897959183673
"257",1146746,"FACULDADE DE CIÊNCIAS EXATAS DE GARANHUNS",0.142857142857143
"258",1147240,"CENTRO UNIVERSITÁRIO TOLEDO",0.163934426229508
"259",1148864,"Centro Universitário CEUNI - FAMETRO",0.0387096774193548
"260",1149174,"UNIVERSIDADE DO SAGRADO CORAÇÃO",0.125
"261",1151164,"UNIVERSIDADE FEDERAL DE ALAGOAS",0.142857142857143
"262",1152476,"UNIVERSIDADE ESTÁCIO DE SÁ",0.11
"263",1152848,"Centro Universitário - Católica de Santa Catarina em Joinville",0.192307692307692
"264",1153354,"FACULDADE MERIDIONAL",0.236111111111111
"265",1154373,"CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO",0.109756097560976
"266",1155655,"CENTRO UNIVERSITÁRIO CENTRAL PAULISTA",0.208333333333333
"267",1155660,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS",0.121951219512195
"268",1155738,"UNIVERSIDADE PAULISTA",0.2
"269",1156006,"UNIVERSIDADE PAULISTA",0.229508196721311
"270",1156420,"FACULDADE DO ESPÍRITO SANTO",0.430379746835443
"271",1156753,"FACULDADE DE TECNOLOGIA FTEC",0.179487179487179
"272",1158165,"CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI",0.25
"273",1158571,"FACULDADE EVANGÉLICA DE GOIANÉSIA",0.24390243902439
"274",1159066,"FACULDADE DOM PEDRO II DE TECNOLOGIA",0.219512195121951
"275",1159088,"Centro Universitário UNIFAAT",0.0952380952380952
"276",1159798,"UNIVERSIDADE ALTO VALE DO RIO DO PEIXE",0.459459459459459
"277",1159864,"CENTRO UNIVERSITÁRIO CHRISTUS",0.0208333333333333
"278",1160948,"UNIVERSIDADE PAULISTA",0.238372093023256
"279",1160967,"UNIVERSIDADE PAULISTA",0.364516129032258
"280",1160982,"UNIVERSIDADE PAULISTA",0.206896551724138
"281",1160983,"UNIVERSIDADE PAULISTA",0.230769230769231
"282",1160988,"UNIVERSIDADE PAULISTA",0.231481481481481
"283",1160991,"UNIVERSIDADE PAULISTA",0.333333333333333
"284",1160992,"UNIVERSIDADE PAULISTA",0.235294117647059
"285",1160997,"UNIVERSIDADE PAULISTA",0.267241379310345
"286",1160998,"UNIVERSIDADE PAULISTA",0.2
"287",1161000,"UNIVERSIDADE PAULISTA",0.242857142857143
"288",1161002,"UNIVERSIDADE PAULISTA",0.167597765363128
"289",1161015,"UNIVERSIDADE PAULISTA",0.206896551724138
"290",1161249,"INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR",0.230769230769231
"291",1161251,"CENTRO UNIVERSITÁRIO FACVEST",0.0882352941176471
"292",1161306,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",0.166666666666667
"293",1161409,"FACULDADE PARANAENSE",0.285714285714286
"294",1161493,"INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS",0.2
"295",1161570,"INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU",0.139784946236559
"296",1161881,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ",0.571428571428571
"297",1161936,"Centro Universitário Maurício de Nassau de Salvador",0.183333333333333
"298",1162828,"FACULDADE DE TECNOLOGIA FTEC",0.0784313725490196
"299",1162844,"Centro Universitário Estácio do Recife",0.108695652173913
"300",1163320,"Centro Universitário Maurício de Nassau de Campina Grande",0.267605633802817
"301",1164547,"FACULDADE UNINASSAU JOÃO PESSOA",0.26984126984127
"302",1165313,"UNIVERSIDADE ANHEMBI MORUMBI",0.297560975609756
"303",1165976,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.387387387387387
"304",1166242,"UNIVERSIDADE DO CEUMA - UNICEUMA",0.121693121693122
"305",1166684,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS",0.107692307692308
"306",1166887,"FACULDADE MATER DEI",0.235294117647059
"307",1167275,"Centro Universitário SOCIESC de Curitiba",0.205128205128205
"308",1167857,"FACULDADES INTEGRADAS DE BAURU",0.1
"309",1167990,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.0833333333333333
"310",1168452,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO",0.0483870967741935
"311",1168546,"Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete",0.363636363636364
"312",1169960,"FACULDADES INTEGRADAS DE FERNANDÓPOLIS",0.308823529411765
"313",1170426,"CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO",0.21875
"314",1170466,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES",0.117647058823529
"315",1172034,"FACULDADE ARI DE SÁ",0.113207547169811
"316",1172049,"CENTRO UNIVERSITÁRIO TIRADENTES",0.153333333333333
"317",1172547,"INSTITUTO DE ENSINO SUPERIOR DO ACRE",0.0649350649350649
"318",1172797,"FACULDADE INTERNACIONAL DA PARAÍBA",0.177777777777778
"319",1173601,"CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ",0.133333333333333
"320",1174103,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",0.180722891566265
"321",1174151,"Centro Universitário de Ciências e Tecnologia do Maranhão",0.207547169811321
"322",1174856,"FACULDADE METROPOLITANA DA AMAZÔNIA",0.102040816326531
"323",1175028,"UNIVERSIDADE CRUZEIRO DO SUL",0.3125
"324",1175165,"CENTRO UNIVERSITÁRIO DE BRUSQUE",0.457142857142857
"325",1175630,"INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA",0.0930232558139535
