"","CO_CURSO","NO_IES","DROPOUT_RATE"
"326",1175638,"CENTRO UNIVERSITÁRIO DE MINEIROS",0.111111111111111
"327",1177121,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ",0.247619047619048
"328",1177325,"CENTRO UNIVERSITÁRIO DOS GUARARAPES",0.345454545454545
"329",1177367,"FACULDADE EDUCACIONAL DE PONTA GROSSA",0.227272727272727
"330",1177679,"CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU",0.189655172413793
"331",1177724,"CENTRO UNIVERSITÁRIO UNA",0.170212765957447
"332",1177910,"Centro Universitário Tocantinense Presidente Antônio Carlos",0.181818181818182
"333",1178528,"FACULDADE DO SUL",0.409448818897638
"334",1178532,"FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS",0.26605504587156
"335",1179133,"UNIVERSIDADE FEEVALE",0.043010752688172
"336",1179206,"FACULDADE PITÁGORAS DE IMPERATRIZ",0.261538461538462
"337",1179346,"CENTRO UNIVERSITÁRIO DE JOÃO PESSOA",0.213740458015267
"338",1179365,"FACULDADE UNINASSAU BELÉM",0.225
"339",1179407,"FACULDADE UNA DE UBERLÂNDIA",0.148648648648649
"340",1179679,"FACULDADE DE PATO BRANCO",0.575
"341",1179735,"INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS",0.0851063829787234
"342",1179775,"FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG",0.121212121212121
"343",1180566,"UNIVERSIDADE DE RIBEIRÃO PRETO",0.121951219512195
"344",1180814,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.015625
"345",1180933,"Faculdade SOCIESC",0.361702127659574
"346",1181984,"Faculdade Doctum de João Monlevade",0.230769230769231
"347",1182267,"Centro Universitário de Itapira Uniesi",0.256410256410256
"348",1182945,"FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO",0.16
"349",1183196,"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE",0.350515463917526
"350",1184408,"CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO",0.115384615384615
"351",1184447,"CENTRO DE ENSINO SUPERIOR DO AMAPÁ",0.0789473684210526
"352",1185157,"CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA",0.176923076923077
"353",1185333,"FACULDADE UNA DE CONTAGEM",0.229166666666667
"354",1185512,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY",0.2
"355",1185560,"CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ",0.027027027027027
"356",1186216,"CENTRO UNIVERSITÁRIO FARIAS BRITO",0.195121951219512
"357",1186553,"CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL",0.113207547169811
"358",1186904,"UNIVERSIDADE SALGADO DE OLIVEIRA",0.125
"359",1186906,"UNIVERSIDADE SALGADO DE OLIVEIRA",0.0909090909090909
"360",1186908,"UNIVERSIDADE SALGADO DE OLIVEIRA",0.113636363636364
"361",1186922,"FACULDADE MADRE THAIS",0.214285714285714
"362",1187108,"UNIVERSIDADE DO CEUMA - UNICEUMA",0.11214953271028
"363",1187361,"UNIVERSIDADE LA SALLE",0.0833333333333333
"364",1187536,"CENTRO UNIVERSITÁRIO HERMINIO OMETTO",0.157894736842105
"365",1187547,"Faculdade Metropolitana de Paraupebas",0.1875
"366",1188121,"UNIVERSIDADE SÃO JUDAS TADEU",0.244897959183673
"367",1188138,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",0.171875
"368",1188455,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA",0.140350877192982
"369",1188617,"FACULDADE INDEPENDENTE DO NORDESTE",0.0777777777777778
"370",1188654,"UNIVERSIDADE ESTÁCIO DE SÁ",0.03
"371",1189376,"UNIVERSIDADE DE VASSOURAS",0.256410256410256
"372",1189475,"Faculdade Galileu",0.0833333333333333
"373",1189695,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS",0.320987654320988
"374",1189857,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.10752688172043
"375",1190080,"CENTRO UNIVERSITÁRIO DE GOIÁS",0.305882352941176
"376",1190187,"UNIVERSIDADE PITÁGORAS UNOPAR",0.224719101123595
"377",1190233,"Centro Universitário FACEX",0.0263157894736842
"378",1190673,"INSTITUTO DE ENSINO SUPERIOR DE TERESINA",0.170731707317073
"379",1190677,"INSTITUTO CUIABÁ DE ENSINO E CULTURA",0.338709677419355
"380",1191209,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.19047619047619
"381",1191220,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.0975609756097561
"382",1191223,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.0967741935483871
"383",1191476,"FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM",0.303030303030303
"384",1191573,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.176470588235294
"385",1192010,"IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO",0.0892857142857143
"386",1193184,"CENTRO UNIVERSITÁRIO SENAI CIMATEC",0.378787878787879
"387",1193363,"FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE",0.0789473684210526
"388",1193935,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA",0.166666666666667
"389",1193964,"CENTRO UNIVERSITÁRIO UNIHORIZONTES",0.446428571428571
"390",1200064,"CENTRO UNIVERSITÁRIO ANHANGÜERA",0.26
"391",1202244,"Centro Universitário UNIFAFIBE",0.328125
"392",1202576,"UNIVERSIDADE DA REGIÃO DE JOINVILLE",0.0333333333333333
"393",1202732,"Estácio FASE - Faculdade Estácio de Sergipe",0.0484848484848485
"394",1203337,"FACULDADE SANTA MARIA",0.13953488372093
"395",1203362,"Faculdade SOCIESC de Blumenau",0.238095238095238
"396",1203507,"Centro Universitário das Américas",0.136363636363636
"397",1203652,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.27007299270073
"398",1204035,"FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE",0.156862745098039
"399",1204140,"CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL",0.0465116279069767
"400",1204175,"CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA",0.146153846153846
"401",1204201,"CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB",0.0344827586206897
"402",1204222,"FACULDADE UNINASSAU CARUARU",0.288461538461538
"403",1204255,"CENTRO UNIVERSITÁRIO OPET",0.203703703703704
"404",1204380,"UNIVERSIDADE VEIGA DE ALMEIDA",0.024390243902439
"405",1204664,"FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS",0.0987654320987654
"406",1204750,"CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO",0.166666666666667
"407",1204813,"CENTRO UNIVERSITÁRIO RITTER DOS REIS",0.3
"408",1204860,"FACULDADE PITÁGORAS DE GOVERNADOR VALADARES",0.240740740740741
"409",1204953,"FACULDADE DE TECNOLOGIA DE PIRACICABA",0.1
"410",1204989,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.108695652173913
"411",1205002,"FACULDADE UNINASSAU TERESINA",0.0571428571428571
"412",1205049,"Faculdade dos Guararapes",0.345679012345679
"413",1205066,"FACULDADE ANHANGÜERA DE BAURU",0.107692307692308
"414",1205069,"FACULDADE ANHANGÜERA DE PIRACICABA",0.257575757575758
"415",1205071,"FACULDADE DE AMERICANA",0.204081632653061
"416",1205116,"FACULDADE ANHANGÜERA DE CAMPINAS",0.355932203389831
"417",1205140,"FACULDADE ANHANGUERA DE PORTO ALEGRE",0.5
"418",1205258,"FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO",0.337209302325581
"419",1205282,"FACULDADE ANHANGUERA DE CAXIAS DO SUL",0.333333333333333
"420",1205356,"FACULDADE PARAÍSO DO CEARÁ",0.368421052631579
"421",1205431,"FACULDADE ANHANGUERA DE PELOTAS",0.202380952380952
"422",1205449,"FACULDADE ANHANGUERA DE GUARULHOS",0.342105263157895
"423",1205513,"CENTRO UNIVERSITÁRIO UNA",0.141414141414141
"424",1205562,"FACULDADE UNINASSAU ARACAJU",0.271428571428571
"425",1205633,"FACULDADE UNIÃO BANDEIRANTE",0.402597402597403
"426",1205744,"FACULDADE ANHANGUERA DE LIMEIRA",0.205479452054795
"427",1206348,"FACULDADE CAPITAL FEDERAL",0.219178082191781
"428",1208151,"CISNE - FACULDADE DE QUIXADÁ",0.282051282051282
"429",1208507,"Faculdade Cosmopolita",0.0882352941176471
"430",1208809,"Faculdade Doctum de Ipatinga",0.228571428571429
"431",1213280,"UNIVERSIDADE DE RIO VERDE",0.346153846153846
"432",1257911,"FACULDADE DE EDUCAÇÃO DE PORTO VELHO",0.0983606557377049
"433",1257915,"Faculdade Meta",0.523255813953488
"434",1257964,"FACULDADE PANAMERICANA DE JI-PARANÁ",0.185185185185185
"435",1257968,"FACULDADE SÃO PAULO",0.2625
"436",1258327,"FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA",0.288461538461538
"437",1258515,"CENTRO UNIVERSITÁRIO FACISA",0.103448275862069
"438",1258643,"FACULDADE ESTÁCIO DE CASTANHAL",0.120879120879121
"439",1258664,"CENTRO UNIVERSITÁRIO ATENEU",0.0952380952380952
"440",1258741,"CENTRO UNIVERSITÁRIO DE PAULÍNIA",0.025
"441",1258790,"FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS",0.046875
"442",1258970,"INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA",0.0666666666666667
"443",1259013,"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO",0.142857142857143
"444",1259060,"CENTRO UNIVERSITÁRIO DE BELO HORIZONTE",0.25974025974026
"445",1259118,"FACULDADE UNINASSAU PARNAÍBA",0.202247191011236
"446",1259226,"FACULDADE PITÁGORAS DE BELO HORIZONTE",0.323076923076923
"447",1259230,"FACULDADE UNINASSAU ALIANÇA",0.204081632653061
"448",1259245,"FACULDADE DELTA",0.234567901234568
"449",1259289,"UNIVERSIDADE CÂNDIDO MENDES",0.116279069767442
"450",1259290,"UNIVERSIDADE CÂNDIDO MENDES",0.0454545454545455
"451",1259420,"FACULDADE DE ENSINO SUPERIOR DE CATALÃO",0.133333333333333
"452",1259437,"FACULDADE ESCRITOR OSMAN DA COSTA LINS",0.0444444444444444
"453",1259462,"FACULDADE ENIAC",0.04
"454",1259608,"FACULDADE PITÁGORAS DE CONTAGEM",0.326530612244898
"455",1259715,"CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO",0.254545454545455
"456",1259735,"FACULDADE PITÁGORAS DE BELO HORIZONTE",0.203125
"457",1259888,"FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE",0.0188679245283019
"458",1260158,"FACULDADE DE INTEGRAÇÃO DO SERTÃO",0.0535714285714286
"459",1260304,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.192307692307692
"460",1260307,"Faculdade Integral Diferencial Wyden",0.0420168067226891
"461",1260330,"FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA",0.08
"462",1260397,"FACULDADE JUIZ DE FORA",0.147058823529412
"463",1260402,"FACULDADE ANHANGUERA DE ANÁPOLIS",0.396039603960396
"464",1260467,"FACULDADE ANHANGÜERA DE CAMPINAS",0.264705882352941
"465",1260495,"FACULDADE PITÁGORAS DE GOIÂNIA",0.252747252747253
"466",1260690,"CENTRO UNIVERSITÁRIO DE CARATINGA",0.0655737704918033
"467",1260718,"FACULDADE ESTÁCIO DE SÃO LUÍS",0.036144578313253
"468",1260949,"FACULDADE ESTÁCIO DE SÁ DE OURINHOS",0.040983606557377
"469",1261049,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",0.264150943396226
"470",1261058,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0666666666666667
"471",1261146,"FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL",0.435897435897436
"472",1261159,"FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA",0.0560747663551402
"473",1261230,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",0.0879120879120879
"474",1261240,"FACULDADE MONTES BELOS",0.0303030303030303
"475",1261313,"Faculdade Una de Sete Lagoas",0.205882352941176
"476",1261393,"FACULDADE ANHANGUERA DE JACAREÍ",0.262295081967213
"477",1261748,"CENTRO UNIVERSITÁRIO EURO-AMERICANO",0.0888888888888889
"478",1262444,"UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ",0.0526315789473684
"479",1262463,"FACULDADE UNA DE CATALÃO",0.269230769230769
"480",1262720,"Faculdade Pitágoras de Arapiraca",0.333333333333333
"481",1262735,"Faculdade Pitágoras de João Pessoa",0.21875
"482",1262740,"Faculdade Pitágoras de Vitória da Conquista",0.362204724409449
"483",1262745,"Faculdade Pitágoras de Luis Eduardo Magalhães",0.235714285714286
"484",1262809,"Faculdade Pitágoras de Bacabal",0.266666666666667
"485",1262856,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",0.0808080808080808
"486",1263385,"Faculdade Pitágoras do Ceará",0.464788732394366
"487",1263709,"Faculdade AGES de Senhor do Bonfim",0.169491525423729
"488",1264622,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",0.0909090909090909
"489",1265019,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ",0.345454545454545
"490",1265866,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",0.125
"491",1266077,"UNIVERSIDADE DO OESTE DE SANTA CATARINA",0.291666666666667
"492",1266425,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",0.208333333333333
"493",1267043,"CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO",0.0967741935483871
"494",1267522,"UNIVERSIDADE FEDERAL DO AMAPÁ",0.024390243902439
"495",1267596,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",0.244897959183673
"496",1268136,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",0.0632911392405063
"497",1270310,"UNIVERSIDADE FEDERAL DE SANTA CATARINA",0.0232558139534884
"498",1270379,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO",0.0420168067226891
"499",1270438,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",0.0625
"500",1270674,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO",0.03125
"501",1270727,"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS",0.129032258064516
"502",1271916,"CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE",0.347222222222222
"503",1272380,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.308333333333333
"504",1276153,"UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ",0.0666666666666667
"505",1276436,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.353982300884956
"506",1276608,"CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA",0.0238095238095238
"507",1279381,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",0.203703703703704
"508",1279790,"FACULDADE DE TECNOLOGIA DE CURITIBA",0.163636363636364
"509",1279824,"FACULDADE DO PIAUÍ",0.245283018867925
"510",1279827,"INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL",0.327868852459016
"511",1280408,"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE",0.0631578947368421
"512",1280583,"FACULDADE ANHANGUERA DE OSASCO",0.390243902439024
"513",1282858,"Faculdade Estácio de Curitiba",0.130434782608696
"514",1282909,"UNIVERSIDADE SÃO FRANCISCO",0.0642857142857143
"515",1283116,"FACULDADE EDUVALE DE AVARÉ",0.0645161290322581
"516",1283576,"CENTRO UNIVERSITÁRIO GERALDO DI BIASE",0.0720720720720721
"517",1283810,"FACULDADE CAPIXABA DE VILA VELHA",0.0666666666666667
"518",1283928,"Faculdades Unificadas de Cataguases",0.387755102040816
"519",1284293,"FACULDADE DE MACAPÁ",0.282608695652174
"520",1284570,"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA",0.0131578947368421
"521",1284584,"CENTRO UNIVERSITÁRIO DE ANÁPOLIS",0.19047619047619
"522",1284593,"CENTRO UNIVERSITÁRIO SETE DE SETEMBRO",0.257142857142857
"523",1284647,"Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN",0.125
"524",1284716,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",0.225
"525",1284721,"FACULDADE METODISTA GRANBERY",0.0333333333333333
"526",1284722,"FACULDADE DE TECNOLOGIA FTEC",0.0816326530612245
"527",1284990,"FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS",0.0208333333333333
"528",1285016,"FACULDADE CAPIXABA DE CARIACICA",0.0222222222222222
"529",1285216,"FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO",0.024390243902439
"530",1285218,"CENTRO DE ENSINO SUPERIOR DE ILHÉUS",0.11864406779661
"531",1285408,"Faculdade Estácio do Amapá - Estácio Amapá",0.0761904761904762
"532",1286455,"Faculdade Una de Divinópolis",0.219512195121951
"533",1286573,"Faculdade Pitagoras de Campina Grande",0.404761904761905
"534",1286734,"Faculdade Pitágoras de Jequié",0.331081081081081
"535",1286737,"Faculdade Pitágoras de Brumado",0.305555555555556
"536",1286743,"Faculdade Pitágoras de Bom Jesus da Lapa",0.405405405405405
"537",1287415,"Faculdade Pitagoras de Eunapolis",0.428571428571429
"538",1287848,"Faculdade Pitagoras de Maraba",0.443396226415094
"539",1292284,"EMGE - ESCOLA DE ENGENHARIA",0.13953488372093
"540",1292293,"Faculdade AGES de Jacobina",0.292307692307692
"541",1292435,"CENTRO UNIVERSITÁRIO DE CARATINGA",0.0727272727272727
"542",1293060,"CENTRO UNIVERSITÁRIO UNIRG",0.125
"543",1298971,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",0.166666666666667
"544",1299328,"UNIÃO LATINO-AMERICANA DE TECNOLOGIA",0.0526315789473684
"545",1299421,"Faculdade de Castelo - Multivix Castelo",0.3125
"546",1299473,"CENTRO UNIVERSITÁRIO UNIVEL",0.290909090909091
"547",1299960,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP",0.274725274725275
"548",1300174,"FACULDADE ITOP",0.08
"549",1300238,"UNIVERSIDADE PITÁGORAS UNOPAR",0.185185185185185
"550",1300285,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0485436893203883
"551",1300314,"FACULDADE DA AMAZÔNIA OCIDENTAL",0.260869565217391
"552",1300427,"UNIVERSIDADE FEDERAL DO CEARÁ",0.211538461538462
"553",1300467,"FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA",0.0571428571428571
"554",1303423,"FACULDADE LUCIANO FEIJÃO",0.0196078431372549
"555",1303471,"FACULDADE ANHANGUERA DE VALPARAÍSO",0.311827956989247
"556",1303475,"FACULDADE ANHANGUERA DE BRASÍLIA",0.257142857142857
"557",1303515,"FACULDADE ANHANGUERA DE PASSO FUNDO",0.254901960784314
"558",1303543,"FACULDADE ANHANGUERA DE MATÃO",0.32258064516129
"559",1303681,"FACULDADE ANHANGUERA DE TABOÃO DA SERRA",0.406976744186047
"560",1303686,"FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA",0.328571428571429
"561",1303848,"FACULDADES INTEGRADAS DE PATOS",0.24
"562",1303918,"CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES",0.280701754385965
"563",1304846,"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS",0.0989010989010989
"564",1304852,"CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO",0.378378378378378
"565",1304953,"FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE",0.28125
"566",1304979,"FACULDADE METROPOLITANA DA GRANDE FORTALEZA",0.145454545454545
"567",1305196,"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS",0.307692307692308
"568",1305542,"Faculdade Pitágoras de Paragominas",0.147368421052632
"569",1305555,"Faculdade Pitágoras da Serra",0.383177570093458
"570",1305572,"Faculdade Pitágoras de Tucuruí",0.206611570247934
"571",1306384,"Faculdade Una de Pouso Alegre",0.234848484848485
"572",1307544,"Escola Superior de Engenharia de Porto Velho",0.294117647058824
"573",1307954,"Faculdade de Tecnologia e Ciências",0.26530612244898
"574",1309172,"FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS LTDA",0.1625
"575",1310465,"Faculdade de Ciências e Saúde Edufor",0.128205128205128
"576",1311462,"Faculdade Padre Cícero",0.0476190476190476
"577",1313046,"CENTRO UNIVERSITÁRIO RITTER DOS REIS",0.216666666666667
"578",1313177,"CENTRO UNIVERSITÁRIO MÓDULO",0.300884955752212
"579",1313192,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",0.0638297872340425
"580",1313216,"CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS",0.0729166666666667
"581",1313260,"Centro Universitário Estácio de Belo Horizonte - Estácio BH",0.0377358490566038
"582",1314211,"CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA",0.114503816793893
"583",1314237,"CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE",0.203389830508475
"584",1314247,"UNIVERSIDADE ANHEMBI MORUMBI",0.355731225296443
"585",1315083,"Centro Universitário Estácio do Ceará",0.0537313432835821
"586",1317768,"UNIVERSIDADE ESTÁCIO DE SÁ",0.0306122448979592
"587",1321660,"Faculdade UNIRB - ARAPIRACA",0.0181818181818182
"588",1321685,"UNIVERSIDADE FEDERAL DO PARANÁ",0.106382978723404
"589",1321699,"FACULDADE DE INHUMAS - FAC-MAIS",0.25
"590",1321808,"Centro Universitário Estácio de Belo Horizonte - Estácio BH",0.0444444444444444
"591",1321910,"FACULDADE ANHANGÜERA DE SOROCABA",0.398148148148148
"592",1321984,"FACULDADE DE QUATRO MARCOS",0.0285714285714286
"593",1322141,"FACULDADE SÃO FRANCISCO DE JUAZEIRO",0.0921052631578947
"594",1322143,"INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE",0.0235294117647059
"595",1322236,"UNIVERSIDADE SÃO FRANCISCO",0.0612244897959184
"596",1322466,"FACULDADE MAUÁ DE BRASÍLIA",0.470588235294118
"597",1322482,"Universidade Universus Veritas Guarulhos",0.282051282051282
"598",1322531,"FACULDADE DA ALTA PAULISTA",0.0571428571428571
"599",1322668,"FACULDADE IRECÊ",0.087719298245614
"600",1323593,"Centro Universitário da Amazônia",0.0901639344262295
"601",1325015,"Faculdade de Tecnologia e Ciências - FTC Petrolina",0.538461538461538
"602",1330436,"FACULDADE DE CASCAVEL",0.369230769230769
"603",1330444,"FACULDADE ANHANGÜERA DE DOURADOS",0.293103448275862
"604",1330494,"FACULDADE DE SORRISO",0.21
"605",1330508,"FACULDADE ANHANGUERA DE RIO CLARO",0.411764705882353
"606",1330516,"CENTRO UNIVERSITÁRIO ANHANGÜERA",0.179487179487179
"607",1330530,"FACULDADE PITÁGORAS DE FEIRA DE SANTANA",0.322033898305085
"608",1330543,"FACULDADE  PITÁGORAS",0.378378378378378
"609",1330651,"FACULDADE ANHANGUERA DE VALINHOS",0.235294117647059
"610",1330835,"FACULDADE ANHANGUERA DE PINDAMONHANGABA",0.27906976744186
"611",1330898,"FACULDADE ANHANGUERA DE SUMARÉ",0.305084745762712
"612",1331004,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS",0.0357142857142857
"613",1331222,"FACULDADE GUARAÍ",0.123076923076923
"614",1331340,"INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE",0.333333333333333
"615",1331638,"INSTITUTO DE ENSINO E PESQUISA OBJETIVO",0.183908045977011
"616",1332180,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",0.0350877192982456
"617",1332282,"Faculdade Anhanguera de Nova Iguaçu",0.346153846153846
"618",1332285,"Faculdade Pitágoras de Irecê",0.337837837837838
"619",1332443,"Faculdade Alis de Itabirito",0.242424242424242
"620",1333094,"UNIVERSIDADE DO CEUMA - UNICEUMA",0.151515151515152
"621",1333375,"Faculdade Anhanguera de Jaú",0.227272727272727
"622",1343891,"CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA",0.2
"623",1349567,"CENTRO UNIVERSITÁRIO AUGUSTO MOTTA",0.0152671755725191
"624",1349791,"FACULDADE SÃO FRANCISCO DO CEARÁ",0.024390243902439
"625",1350163,"FACULDADE UNINASSAU PETROLINA",0.166666666666667
"626",1354238,"Faculdade Anhanguera Franca",0.148148148148148
"627",1354262,"Faculdade Pitágoras Itabira",0.28125
"628",1357811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",0.0379746835443038
"629",1364115,"Faculdade ESAMC São Paulo - ESAMC",0.475
"630",1364266,"FACULDADE ANHANGUERA DE SÃO BERNARDO",0.517857142857143
"631",1364375,"FACULDADE ANHANGUERA JARAGUÁ DO SUL",0.405405405405405
"632",1364449,"FACULDADE PITÁGORAS DE POÇOS DE CALDAS",0.375
"633",1364465,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.027027027027027
"634",1365565,"FACULDADE DO NORTE GOIANO",0.0142857142857143
"635",1365803,"CENTRO UNIVERSITÁRIO ETEP",0.224489795918367
"636",1367398,"Faculdade Anhanguera de Catanduva",0.210526315789474
"637",1367476,"CENTRO UNIVERSITÁRIO FAMINAS",0.369565217391304
"638",1369576,"CENTRO UNIVERSITÁRIO SÃO LUCAS",0.180555555555556
"639",1376268,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",0.0476190476190476
"640",1377492,"CENTRO UNIVERSITARIO PROJEÇÃO",0.316666666666667
"641",1382499,"CENTRO UNIVERSITÁRIO CELSO LISBOA",0.0945945945945946
